found_date,serial,mark,applicant,applicant_country,route,international_registration,office_action,office_action_date,filing_date,tsdr_status
2026-08-29,97140841,THE GROSS SISTERS,"Fujian Kubo Industry & Trade Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-24,https://tsdr.uspto.gov/#caseNumber=97140841&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97133331,PINKEE BUNNY,"Wuyi Kuayang E-commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-19,https://tsdr.uspto.gov/#caseNumber=97133331&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97128699,NINE NEEDLES,"Zhenping Huading Steel Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-17,https://tsdr.uspto.gov/#caseNumber=97128699&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97128620,HONGMEIHUI,"Shaanxi Hongmeihui Supply Chain Management Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-17,https://tsdr.uspto.gov/#caseNumber=97128620&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97124280,EKWDUF,"Shishi Zemi Clothing Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-14,https://tsdr.uspto.gov/#caseNumber=97124280&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97124278,WILDGREEN,"Hangzhou Ceecool Outdoor Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-14,https://tsdr.uspto.gov/#caseNumber=97124278&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97121380,FOCALTOP,YIN Guojian,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-12,https://tsdr.uspto.gov/#caseNumber=97121380&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97121355,SMARWITHY,"Ningbo Seewits Electric Appliance Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-14,https://tsdr.uspto.gov/#caseNumber=97121355&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97121179,UNFAH,Gui Zhang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-11,https://tsdr.uspto.gov/#caseNumber=97121179&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97119376,FLEDWEISSIE,"Zhang,ShengShang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-11,https://tsdr.uspto.gov/#caseNumber=97119376&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97119374,SKAPADEN,"Shenzhen Yinjiang Electronic Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-11,https://tsdr.uspto.gov/#caseNumber=97119374&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97119371,SCHREI,"Wu,WanQiang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-11,https://tsdr.uspto.gov/#caseNumber=97119371&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97117376,GENSHIN,"Shanghai Ekuan Industrial Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-10,https://tsdr.uspto.gov/#caseNumber=97117376&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97117360,WINCOWBOY,"Henan Aoding Metal Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-10,https://tsdr.uspto.gov/#caseNumber=97117360&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97115149,LAVMOND,"Yuan,Li",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-10,https://tsdr.uspto.gov/#caseNumber=97115149&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97112626,BUENOARTE,"Yangzhou Little Dolphin Mosaic Art Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-07,https://tsdr.uspto.gov/#caseNumber=97112626&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97106111,MOUNTAIN&WIND,Ningbo High-tech Zone Shanfeng E-commerce Firm,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-03,https://tsdr.uspto.gov/#caseNumber=97106111&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97101681,LANKU,Lin Xuejing,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-01,https://tsdr.uspto.gov/#caseNumber=97101681&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97101677,MARRIED WITH CHILDREN,"Fujian Kubo Industry & Trade Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-11-01,https://tsdr.uspto.gov/#caseNumber=97101677&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97098691,HUMORPLAY,"Shenzhen Zhuguan Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-10-29,https://tsdr.uspto.gov/#caseNumber=97098691&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97096870,LIL UZIVERT,"Fujian Kubo Industry & Trade Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-10-28,https://tsdr.uspto.gov/#caseNumber=97096870&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97090296,MIIIM,Li Guangyu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-10-25,https://tsdr.uspto.gov/#caseNumber=97090296&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97089347,EMCOTN,"Guangzhou Shanti Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-10-23,https://tsdr.uspto.gov/#caseNumber=97089347&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97029895,BIUSWEATER,Yichao Su,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97029895&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97029890,FECLGRGE,Yidun Qiu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97029890&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97029868,FEMAOMOP,"Shenzhen Kabao Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97029868&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97029854,WEIERKANG,"Henan Wercome Electronic Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97029854&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97029818,HEMENSA,"Shenzhenshi Zhiboyi Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-15,https://tsdr.uspto.gov/#caseNumber=97029818&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97027552,SRZYQS,"Shenzhen Renbo Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-14,https://tsdr.uspto.gov/#caseNumber=97027552&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97027305,ZBEEAPEN,"Dongguan Hongyue Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-14,https://tsdr.uspto.gov/#caseNumber=97027305&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97023347,KUTAMANI,Jinjiang District Yijiahui Daily Necessities Store,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-12,https://tsdr.uspto.gov/#caseNumber=97023347&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97021290,VULENDU,Jinjiang District Meilianhui Daily Necessities Store,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-10,https://tsdr.uspto.gov/#caseNumber=97021290&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97021234,BRINQUEDO,"Shenzhen Boao Chuangrong Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-10,https://tsdr.uspto.gov/#caseNumber=97021234&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97021156,RUHIGHER,"Yongkang Jinwei Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-10,https://tsdr.uspto.gov/#caseNumber=97021156&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97017963,SEIPIKOL,Xiangmei Yang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-08,https://tsdr.uspto.gov/#caseNumber=97017963&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97015850,BENTFINE,Xiaopeng Wu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97015850&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97014554,LQSRZH,"Foshan Ruiqier Clothing Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014554&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97014483,FLEEBAMBU,Zhuhai flee technology co. LTD,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014483&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97014417,WISIGOIO,"Ningbo Huigu Electric Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-07,https://tsdr.uspto.gov/#caseNumber=97014417&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97013911,YRBXSKY,"Shenzhen Yarong Electronic Technology Co. , Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-06,https://tsdr.uspto.gov/#caseNumber=97013911&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97013899,GUZERLIK,Xiangtao Chen,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-06,https://tsdr.uspto.gov/#caseNumber=97013899&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97013857,FEUNAXI,Lufei Wu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-06,https://tsdr.uspto.gov/#caseNumber=97013857&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97012619,SHANDMOO,Yueyuan Chen,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-04,https://tsdr.uspto.gov/#caseNumber=97012619&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97009866,NUNIVAK,"Tiantai County Haobang Auto Accessories Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97009866&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97009836,ZEBRACROSS,"Tiantai Zebra Line Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97009836&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97009811,SPETIME,"Shenzhen Cross-times Development Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97009811&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97009789,SPETIME,"Shenzhen Cross-times Development Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97009789&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97008516,CAHASE,"Dongguan Yuwei Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97008516&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97008474,CIVAGRC,Rupin Li,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97008474&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97008451,LWDGOLDLAMP,"Hengyang Yibo Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-02,https://tsdr.uspto.gov/#caseNumber=97008451&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97007598,LESLIELIN,"Dongguan Beizuo Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-01,https://tsdr.uspto.gov/#caseNumber=97007598&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,97007259,TPFAMELI,"GuangDong Province Topin Stainless Steel Products CO,.Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-09-01,https://tsdr.uspto.gov/#caseNumber=97007259&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90905371,DISOPTED,"Beijing Qieren Yingke Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-26,https://tsdr.uspto.gov/#caseNumber=90905371&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90905294,WISIMMALL,"Shenzhen Weisenma Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-26,https://tsdr.uspto.gov/#caseNumber=90905294&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90902988,YEPYEPGO,"Guangzhou Shirui Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-25,https://tsdr.uspto.gov/#caseNumber=90902988&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90902901,NUXGAL POWER,"Shenzhen Tongshengde Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-25,https://tsdr.uspto.gov/#caseNumber=90902901&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90900797,EDOUDOR,"Jiaxing Daiya Cross-border E-Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-24,https://tsdr.uspto.gov/#caseNumber=90900797&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90900498,WELGAOM,"Gaomi Damahou Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-24,https://tsdr.uspto.gov/#caseNumber=90900498&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90900476,AYASPACE,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-24,https://tsdr.uspto.gov/#caseNumber=90900476&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90900448,CAPEREPAD,Lianjin Ma,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-24,https://tsdr.uspto.gov/#caseNumber=90900448&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90898292,KONGKR,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-23,https://tsdr.uspto.gov/#caseNumber=90898292&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90898279,KONGKR,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-23,https://tsdr.uspto.gov/#caseNumber=90898279&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90898266,KONKR,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-23,https://tsdr.uspto.gov/#caseNumber=90898266&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90898256,KONKR,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-23,https://tsdr.uspto.gov/#caseNumber=90898256&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90898230,KEYSHINETEX,"SHAOXING QISHANG TEXTILE CO.,LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-23,https://tsdr.uspto.gov/#caseNumber=90898230&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90895860,AYASPACE,"Shenzhen Konkr Technology CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895860&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90895836,PKPKAUT,"Yangjiang Jinhe Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895836&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90890632,SHIBORYP,"CIXI SHIBO COMMODITY CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-18,https://tsdr.uspto.gov/#caseNumber=90890632&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90890617,SHIBORYP,"CIXI SHIBO COMMODITY CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-18,https://tsdr.uspto.gov/#caseNumber=90890617&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90886783,ALLYUHUREN,Mianmiao Xu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-17,https://tsdr.uspto.gov/#caseNumber=90886783&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90886654,LIGHT BEARER,"Gaomi Durable PPE Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-17,https://tsdr.uspto.gov/#caseNumber=90886654&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90885877,HARRLISON,"Dalian Yimei International Trade Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-16,https://tsdr.uspto.gov/#caseNumber=90885877&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90885835,VANVANDE,"Shenzhen Simu Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-16,https://tsdr.uspto.gov/#caseNumber=90885835&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90885827,ALIAVOS,"Shaoyang Kozbo Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-16,https://tsdr.uspto.gov/#caseNumber=90885827&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90883369,SCIYOINSTRU,Penghui Zhang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-15,https://tsdr.uspto.gov/#caseNumber=90883369&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,90883342,YUNCRYSTAL,"Xinning County Mobai Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2021-08-14,https://tsdr.uspto.gov/#caseNumber=90883342&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450667,,"Boyu Metal Co., Ltd",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-11,https://tsdr.uspto.gov/#caseNumber=79450667&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79449507,BESINOX,"Guangzhou BEU Electric Appliance Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-04,https://tsdr.uspto.gov/#caseNumber=79449507&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79448739,ZHONG CHEN DIAN LAN,"Zhongchen Cable Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-11,https://tsdr.uspto.gov/#caseNumber=79448739&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79448686,NNBIS,"Guangzhou Shenqiang Industrial Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-02-27,https://tsdr.uspto.gov/#caseNumber=79448686&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79447540,ZYRE,"Kangfu Technology (Shenzhen) Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-02-25,https://tsdr.uspto.gov/#caseNumber=79447540&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,99784040,ANQUI'S CUISINE,Anquetta Ngwenwo,CM,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2026-04-23,https://tsdr.uspto.gov/#caseNumber=99784040&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79451809,BIVER,Jean-Claude Biver,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-01-22,https://tsdr.uspto.gov/#caseNumber=79451809&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79451568,PLASMIRNA,R.G.C.C. Holdings AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-01-13,https://tsdr.uspto.gov/#caseNumber=79451568&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79451238,SEBOCLEAR-MP,RAHN AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-04,https://tsdr.uspto.gov/#caseNumber=79451238&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450601,INTERSKY,Accel AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-09,https://tsdr.uspto.gov/#caseNumber=79450601&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450522,,Emerald Food & Beverage AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-02,https://tsdr.uspto.gov/#caseNumber=79450522&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450313,DGLD,Gold Token SA,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-02,https://tsdr.uspto.gov/#caseNumber=79450313&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450086,ISOWELD CLICK,SFS Group International AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-03,https://tsdr.uspto.gov/#caseNumber=79450086&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450078,ORIGINATENAVIO,CARDANO FOUNDATION,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-02-20,https://tsdr.uspto.gov/#caseNumber=79450078&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79449769,BIG ISLAND BIG DREAMS,Big Island Big Dreams GmbH,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-02-24,https://tsdr.uspto.gov/#caseNumber=79449769&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79447486,MTL MONTALE,WORLD BRANDING MARK S.A.,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-10,https://tsdr.uspto.gov/#caseNumber=79447486&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79447481,MOVER PLASTIC FREE SPORTSWEAR,Mover Sportswear SA,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79447481&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79448704,NXWOOD PRO,Fuzion & Beyond Holding Inc.,CA,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79448704&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79448702,TITAN FINISH,Fuzion & Beyond Holding Inc.,CA,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79448702&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79446037,VERTEX,Ross Video Limited,CA,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-02-03,https://tsdr.uspto.gov/#caseNumber=79446037&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,99779524,REPTOR,Lucas Cambraia Franco Correa,BR,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2026-04-22,https://tsdr.uspto.gov/#caseNumber=99779524&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,99770788,BEVLENS,Francisco Becker,BR,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2026-04-17,https://tsdr.uspto.gov/#caseNumber=99770788&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,99751398,FLY TEN LLC,ADALGISO MAIA,BR,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-28,2026-04-08,https://tsdr.uspto.gov/#caseNumber=99751398&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79434261,DAFU,UNIAO GOLD PARTICIPACOES E,BR,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2025-08-07,https://tsdr.uspto.gov/#caseNumber=79434261&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79451102,POWER RED SELECTION,Euro Games Technology Ltd.,BG,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2025-12-01,https://tsdr.uspto.gov/#caseNumber=79451102&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450336,FIREFACER,ECOCHEM INTERNATIONAL,BE,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79450336&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79450291,LOOP,NV BEKAERT SA,BE,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-01-14,https://tsdr.uspto.gov/#caseNumber=79450291&caseType=SERIAL_NO&searchType=statusSearch
2026-08-29,79447494,FILOU,KASTEEL BROUWERIJ VANHONSEBROUCK,BE,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-28,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79447494&caseType=SERIAL_NO&searchType=statusSearch
