found_date,serial,mark,applicant,applicant_country,route,international_registration,office_action,office_action_date,filing_date,tsdr_status
2026-08-26,98150089,MUTONGLI,"Jing, Yang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150089&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150088,ZEAROIN,"Jiujiang Jieouyi E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150088&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150084,JIASAIL,"Anhui Jiahang Packaging Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150084&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150082,PROTATTOOS,"Yiwu Wangjun Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150082&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150077,HCJEYBX,"Shenzhen Hongchuangjie Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150077&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150075,BUNNEDANY,"Guangzhou Qiyao Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150075&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150070,QWKNY,"Bangyu, Huang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150070&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98150066,WXUDD,"Bangyu, Huang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-25,https://tsdr.uspto.gov/#caseNumber=98150066&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98149430,BSDE,"Daye Baishide Automotive Decoration Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98149430&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98149418,HONGACCORD,"Guangzhou Hongyi Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98149418&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98149386,BOOYXY,"Shenzhen Qianyao Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98149386&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98149344,MEWTWO,"Zhao, Wang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98149344&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98148042,AMOLIONESTYLE,JinTao Gao,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98148042&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98148007,YAKIN SHOP,"Shenzhen Yajin Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-24,https://tsdr.uspto.gov/#caseNumber=98148007&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146858,KOSTARLS,"Shenzhen Kexin Electronic Development Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146858&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146837,PEKUALITY,"Jiangyin Miwan International Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146837&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146824,TAIRONEE,"Weican, Su",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146824&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146802,PAXLWSSY,"Nanchang Tangjing E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146802&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146780,USAUSIM,"Guangdong Chufan Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146780&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146762,SERENBLES,"Yiwu Mingdao E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146762&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146742,ETSSWYTO,"Yiwu Yahan Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146742&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146733,ERCOXIS,"Guangzhou Huiyuan Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146733&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146715,ALABOW,"Yiwu Sizai Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146715&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146683,EDSLUAO,"Xiamen Zhuoyue Hui Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146683&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146665,YSHUIAN,"Kunshan Runshui An Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146665&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146191,TIMBOOPS HOME,"Caoxian Tengwei Crafts Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146191&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146175,THLKIG,"Tianhe (Zhongshan) Supply Chain Management Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146175&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98146146,TUNOSAVA,"Zhanjiang Zhongyoumei Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98146146&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98145880,SANJLMU,"Danyang Xinrui Outdoor Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98145880&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98145874,MYSTIQUE MAISON,"Shanxi Chengchi Network Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98145874&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98145686,LEDIGPIG,"Niuwei(Shenzhen) Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-23,https://tsdr.uspto.gov/#caseNumber=98145686&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98145552,DOSELVES,"YONG, MINGFEN",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98145552&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98145536,TAXATM,"Liang, Lihua",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98145536&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98144023,HUASSIYIIA,"Zhengui, Sun",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98144023&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98144019,JADEPOOLS,"Hebei Xiong'an Juezhe Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98144019&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98144015,HAHASITH,"Mingliang, Xie",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98144015&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98144011,XUNLIZXY,"Yiwu Xunli E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98144011&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98143995,BUCNN,"Bangyu, Huang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98143995&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98143989,SONGLUGI,"Shanghai Yunwei Information Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98143989&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98143985,DISIAYES,"Zhejiang Diexiya Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98143985&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98143965,VEXWIG,"Xuchang Huazhao Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-22,https://tsdr.uspto.gov/#caseNumber=98143965&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98142979,XISHUICL,"Shenzhen Xuanruikang Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-08-21,https://tsdr.uspto.gov/#caseNumber=98142979&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98024689,DELYTID,"Ke'erhe E-commerce (Yunfu City) Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-06-02,https://tsdr.uspto.gov/#caseNumber=98024689&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98024683,AKAIXIN,"Shenzhen Buyaoba E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-06-02,https://tsdr.uspto.gov/#caseNumber=98024683&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98024660,CHULIJINGXUAN,"Henan Chuli Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-06-02,https://tsdr.uspto.gov/#caseNumber=98024660&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98022314,YIZDAS,"Xueen, Huang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-31,https://tsdr.uspto.gov/#caseNumber=98022314&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98022042,SDTSWS,"Nanjing Xinxiang E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-31,https://tsdr.uspto.gov/#caseNumber=98022042&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98022036,RICH&RARE,"Sanyashi Wuyu e-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-31,https://tsdr.uspto.gov/#caseNumber=98022036&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98022027,TOYTOPUS,"Chengdu Yi'er Ousi Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-31,https://tsdr.uspto.gov/#caseNumber=98022027&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017495,LQXLAHBS51,"Huainan Saichi Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017495&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017493,MIDWEST HEARTH,"Qingdao Xinshuo Mold Machinery Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017493&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017489,QIFEI,"Hainan Qifei Enterprise Management Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017489&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017486,SANJI,"Shanghai Taoyuan Sanji International Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017486&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017485,SINGAIRUS,"Shenzhen Xingya Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017485&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017483,MYCASUO,"Wenhua, Han",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017483&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017481,TGT350XT,"Ninghuaxian Tianzhilan Internet Retail Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017481&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017477,JBE EVERUNION,"Shenzhen Everunion Industrial Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017477&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017473,WKEROEC,"Jing, Wang",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017473&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98017472,ZIJIAGE,"Mingzhe, Li",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-29,https://tsdr.uspto.gov/#caseNumber=98017472&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012944,WISE-MATES,"Weishimei Technology (Beijing) Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012944&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012619,JTSMOG,"Jincheng Jintuo Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012619&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012616,ANINIUCN,"Taizhou Aoyan Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012616&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012613,WLOSKE,"Shenzhen Qingshun Technology Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012613&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012612,PPATPAT,"Xiaofen, Zheng",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012612&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012609,WONGCHIEN,"Suzhou Yugang Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012609&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98012608,XUNUOZHI,"Guangzhou Bennuo E-commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-25,https://tsdr.uspto.gov/#caseNumber=98012608&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,98003257,BGMINGYI,"Guangzhou Huaimi Cross border Trade Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2023-05-18,https://tsdr.uspto.gov/#caseNumber=98003257&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,97002457,WOWIWIN,"Zhejiang Huaweiheng Foods Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-30,https://tsdr.uspto.gov/#caseNumber=97002457&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,97002448,MOK,"Zhenjiang Mok Electronic Cigarette Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-30,https://tsdr.uspto.gov/#caseNumber=97002448&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90903532,HZ,"Ningbo Huanzhou New Material Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-26,https://tsdr.uspto.gov/#caseNumber=90903532&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90903523,CHILLGLASS,Liu Shimin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-26,https://tsdr.uspto.gov/#caseNumber=90903523&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90903510,420 DABIRD,Liu Shimin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-26,https://tsdr.uspto.gov/#caseNumber=90903510&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90901389,KEYLY,"Chengdu Dongmeng Advertising Media Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-25,https://tsdr.uspto.gov/#caseNumber=90901389&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90901384,KEYLY,"Chengdu Dongmeng Advertising Media Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-25,https://tsdr.uspto.gov/#caseNumber=90901384&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90901378,KEYLY,"Chengdu Dongmeng Advertising Media Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-25,https://tsdr.uspto.gov/#caseNumber=90901378&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90899263,LAIHUANG,"Shenzhen Laihuang Industrial Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-24,https://tsdr.uspto.gov/#caseNumber=90899263&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895432,DIFY,"Zhejiang On Leap Furnishing Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895432&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895431,YOFOTO,"Ningbo Yufangtang Biology Science-technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895431&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895429,YOFOTO,"Ningbo Yufangtang Biology Science-technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895429&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895426,YOFOTO,"Ningbo Yufangtang Biology Science-technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895426&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895425,VOXBIN,"Zhejiang On Leap Furnishing Co.,Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895425&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90895423,ESP EXTRA-SENSORY PERCEPTION,"Taizhou Furuimei Machinery Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-22,https://tsdr.uspto.gov/#caseNumber=90895423&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90891004,ZILOOPHI,Wu Shang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-19,https://tsdr.uspto.gov/#caseNumber=90891004&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90890988,MAYAMANG,"Fuzhou Suoluomen Brother Network Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-19,https://tsdr.uspto.gov/#caseNumber=90890988&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,90890982,EIKOSCH,"Dongguan Yuyue Electronic Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2021-08-19,https://tsdr.uspto.gov/#caseNumber=90890982&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451842,SAM WAY,"Yangjiang Xingdao High Quality Cutting Tools Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2025-11-28,https://tsdr.uspto.gov/#caseNumber=79451842&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451639,JOYROBOCARE,BEIJING JINGDONG 360 DU E-COMMERCE LTD.,CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2025-12-30,https://tsdr.uspto.gov/#caseNumber=79451639&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451404,STARFINITY,"Suzhou Starfinity Intelligence Manufacturing Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-03-03,https://tsdr.uspto.gov/#caseNumber=79451404&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451179,,"BEIJING SOHU NEW MEDIA INFORMATION TECHNOLOGY CO., LTD.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-28,https://tsdr.uspto.gov/#caseNumber=79451179&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451091,,"C&C Trucks Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-13,https://tsdr.uspto.gov/#caseNumber=79451091&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451077,,"C&C Trucks Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-13,https://tsdr.uspto.gov/#caseNumber=79451077&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79450478,,"Heilongjiang Huida Technology Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-25,https://tsdr.uspto.gov/#caseNumber=79450478&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451709,MEGATRAY,Sulzer Management AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-19,https://tsdr.uspto.gov/#caseNumber=79451709&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451618,MESOS,Sébastien Heiniger,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-01-21,https://tsdr.uspto.gov/#caseNumber=79451618&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79449768,RETINAI OCT NAVIGATOR,Ikerian AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-27,https://tsdr.uspto.gov/#caseNumber=79449768&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79449725,RETINAI OCT ATLAS,Ikerian AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-27,https://tsdr.uspto.gov/#caseNumber=79449725&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79449477,RETINAI OCT-A NAVIGATOR,Ikerian AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-27,https://tsdr.uspto.gov/#caseNumber=79449477&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79448764,PENERGETIC SOIL+,Penergetic International AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-23,https://tsdr.uspto.gov/#caseNumber=79448764&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79446413,PENERGETIC PERMASTIM,Penergetic International AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-23,https://tsdr.uspto.gov/#caseNumber=79446413&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79446411,PENERGETIC VEGSTIM,Penergetic International AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-23,https://tsdr.uspto.gov/#caseNumber=79446411&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79446410,PENERGETIC SOILPLUS,Penergetic International AG,CH,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-02-23,https://tsdr.uspto.gov/#caseNumber=79446410&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,99716844,TWISTI,Kyle Mason Asaff,CA,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-25,2026-03-21,https://tsdr.uspto.gov/#caseNumber=99716844&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451899,MR. CASH CASH HEAT,Euro Games Technology Ltd.,BG,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-01-28,https://tsdr.uspto.gov/#caseNumber=79451899&caseType=SERIAL_NO&searchType=statusSearch
2026-08-26,79451814,,EGT DIGITAL LTD.,BG,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-25,2026-01-28,https://tsdr.uspto.gov/#caseNumber=79451814&caseType=SERIAL_NO&searchType=statusSearch
